"","bowler_name","Role","Amount","Team","Year","Player Origin","bowler_type","bowler_category","matches","balls_bowled","overs_bowled","runs_conceded","wickets","economy","bowling_sr"
"757","Ryan McLaren","Bowler",3750000,"Kolkata Knight Riders",2013,"Overseas",NA,NA,NA,NA,NA,NA,NA,NA,NA
"758","Ryan Ten Doeschate","All-Rounder",1e+07,"Kolkata Knight Riders",2014,"Overseas",NA,NA,NA,NA,NA,NA,NA,NA,NA
"759","Sachin Baby","Batsman",1e+06,"Royal Challengers Bangalore",2016,"Indian","OS","Spinner",2,10,"1.4",8,2,"4.80","5.00"
"760","Sachin Baby","Batsman",2e+06,"Sunrisers Hyderabad",2018,"Indian","OS","Spinner",2,10,"1.4",8,2,"4.80","5.00"
"761","Sachin Baby","Batsman",2e+06,"Royal Challengers Bangalore",2021,"Indian","OS","Spinner",2,10,"1.4",8,2,"4.80","5.00"
"762","Sachin Rana","Bowler",2e+06,"Royal Challengers Bangalore",2014,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"763","Sachithra Senanayaka","All-Rounder",46875000,"Kolkata Knight Riders",2013,"Overseas",NA,NA,NA,NA,NA,NA,NA,NA,NA
"764","Sagar Trivedi","All-Rounder",1e+06,"Rajasthan Royals",2015,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"765","Sam Billings","Wicket Keeper",3e+06,"Delhi Daredevils",2016,"Overseas",NA,NA,NA,NA,NA,NA,NA,NA,NA
"766","Sam Billings","Wicket Keeper",1e+07,"Chennai Super Kings",2018,"Overseas",NA,NA,NA,NA,NA,NA,NA,NA,NA
"767","Sam Billings","Wicket Keeper",2e+07,"Delhi Capitals",2021,"Overseas",NA,NA,NA,NA,NA,NA,NA,NA,NA
"768","Sam Billings","Wicket Keeper",2e+07,"Kolkata Knight Riders",2022,"Overseas",NA,NA,NA,NA,NA,NA,NA,NA,NA
"769","Sam Curran","All-Rounder",7.2e+07,"Kings XI Punjab",2019,"Overseas","LFM","Pacer",21,354,"59.0",471,18,"7.98","19.67"
"770","Sam Curran","All-Rounder",5.5e+07,"Chennai Super Kings",2020,"Overseas","LFM","Pacer",21,354,"59.0",471,18,"7.98","19.67"
"771","Samuel Badree","Bowler",3e+06,"Chennai Super Kings",2014,"Overseas","LS","Spinner",42,948,"158.0",932,51,"5.90","18.59"
"772","Samuel Badree","Bowler",5e+06,"Royal Challengers Bangalore",2016,"Overseas","LS","Spinner",42,948,"158.0",932,51,"5.90","18.59"
"773","Sandeep Bavanaka","All-Rounder",2e+06,"Sunrisers Hyderabad",2020,"Overseas",NA,NA,NA,NA,NA,NA,NA,NA,NA
"774","Sandeep Lamichhane","Bowler",2e+06,"Delhi Daredevils",2018,"Overseas",NA,NA,NA,NA,NA,NA,NA,NA,NA
"775","Sandeep Sharma","Bowler",8500000,"Kings XI Punjab",2014,"Indian","RFM","Pacer",45,979,"163.1",1262,55,"7.73","17.80"
"776","Sandeep Sharma","Bowler",3e+07,"Sunrisers Hyderabad",2018,"Indian","RFM","Pacer",45,979,"163.1",1262,55,"7.73","17.80"
"777","Sandeep Sharma","Bowler",5e+06,"Punjab Kings",2022,"Indian","RFM","Pacer",45,979,"163.1",1262,55,"7.73","17.80"
"778","Sandeep Warrier","Bowler",1e+06,"Royal Challengers Bangalore",2014,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"779","Sanjay Yadav","All-Rounder",2e+06,"Sunrisers Hyderabad",2020,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"780","Sanjay Yadav","All-Rounder",5e+06,"Mumbai Indians",2022,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"781","Sanju Samson","Wicket Keeper",4.2e+07,"Delhi Daredevils",2016,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"782","Sanju Samson","Wicket Keeper",8e+07,"Rajasthan Royals",2018,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"783","Sarabjit Ladda","Bowler",1e+06,"Gujarat Lions",2016,"Indian","LS","Spinner",2,24,"4.0",39,1,"9.75","24.00"
"784","Sarfaraz Khan","All-Rounder",2e+06,"Delhi Capitals",2022,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"785","Sarfaraz Naushad Khan","Batsman",5e+06,"Royal Challengers Bangalore",2015,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"786","Sarfaraz Naushad Khan","All-Rounder",2500000,"Kings XI Punjab",2019,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"787","Saurabh Dubey","Bowler",2e+06,"Sunrisers Hyderabad",2022,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"788","Saurabh Kumar","Bowler",1e+06,"Rising Pune Supergiant",2017,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"789","Saurabh Kumar","All-Rounder",2e+06,"Punjab Kings",2021,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"790","Saurabh Tiwary","Batsman",7e+06,"Delhi Daredevils",2014,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"791","Saurabh Tiwary","Batsman",3e+06,"Mumbai Indians",2017,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"792","Saurabh Tiwary","Batsman",8e+06,"Mumbai Indians",2018,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"793","Saurabh Tiwary","Batsman",5e+06,"Mumbai Indians",2020,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"794","Sayan Ghosh","Bowler",1e+06,"Kolkata Knight Riders",2017,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"795","Sayan Ghosh","Bowler",2e+06,"Delhi Daredevils",2018,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"796","Sayan Sekhar Mandal","All-Rounder",1e+06,"Kolkata Knight Riders",2014,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"797","Scott Boland","Bowler",5e+06,"Rising Pune Supergiant",2016,"Overseas","RFM","Pacer",18,402,"67.0",545,20,"8.13","20.10"
"798","Sean Abbott","Bowler",1e+07,"Royal Challengers Bangalore",2015,"Overseas","RFM","Pacer",29,519,"86.3",746,30,"8.62","17.30"
"799","Sean Abbott","Bowler",2.4e+07,"Sunrisers Hyderabad",2022,"Overseas","RFM","Pacer",29,519,"86.3",746,30,"8.62","17.30"
"800","Shadab Jakati","Bowler",2e+06,"Royal Challengers Bangalore",2014,"Indian","SLA","Spinner",7,142,"23.4",219,2,"9.25","71.00"
"801","Shadab Jakati","All-Rounder",2e+06,"Gujarat Lions",2016,"Indian","SLA","Spinner",7,142,"23.4",219,2,"9.25","71.00"
"802","Shahbaz Ahamad","Wicket Keeper",2e+06,"Royal Challengers Bangalore",2020,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"803","Shahbaz Ahamad","All-Rounder",2.4e+07,"Royal Challengers Bangalore",2022,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"804","Shahbaz Nadeem","Bowler",8500000,"Delhi Daredevils",2014,"Indian","SLA","Spinner",29,624,"104.0",740,19,"7.12","32.84"
"805","Shahbaz Nadeem","Bowler",3.2e+07,"Delhi Daredevils",2018,"Indian","SLA","Spinner",29,624,"104.0",740,19,"7.12","32.84"
"806","Shahbaz Nadeem","Bowler",5e+06,"Lucknow Super Giants",2022,"Indian","SLA","Spinner",29,624,"104.0",740,19,"7.12","32.84"
"807","Shahrukh Khan","All-Rounder",52500000,"Punjab Kings",2021,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"808","Shahrukh Khan","All-Rounder",9e+07,"Punjab Kings",2022,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"809","Shakib Al Hasan","All-Rounder",2.8e+07,"Kolkata Knight Riders",2014,"Overseas","SLA","Spinner",61,1337,"222.5",1537,67,"6.90","19.96"
"810","Shakib Al Hasan","All-Rounder",2e+07,"Sunrisers Hyderabad",2018,"Overseas","SLA","Spinner",61,1337,"222.5",1537,67,"6.90","19.96"
"811","Shakib Al Hasan","All-Rounder",3.2e+07,"Kolkata Knight Riders",2021,"Overseas","SLA","Spinner",61,1337,"222.5",1537,67,"6.90","19.96"
"812","Shane Watson","All-Rounder",9.5e+07,"Royal Challengers Bangalore",2016,"Overseas","RFM","Pacer",75,1363,"227.1",1878,64,"8.27","21.30"
"813","Shane Watson","All-Rounder",4e+07,"Chennai Super Kings",2018,"Overseas","RFM","Pacer",75,1363,"227.1",1878,64,"8.27","21.30"
"814","Sharad Lumba","Batsman",2e+06,"Mumbai Indians",2018,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"815","Shardul Thakur","Bowler",2e+06,"Kings XI Punjab",2014,"Indian","RFM","Pacer",1,18,"3.0",38,1,"12.67","18.00"
"816","Shardul Thakur","Bowler",2.6e+07,"Chennai Super Kings",2018,"Indian","RFM","Pacer",1,18,"3.0",38,1,"12.67","18.00"
"817","Shardul Thakur","Bowler",107500000,"Delhi Capitals",2022,"Indian","RFM","Pacer",1,18,"3.0",38,1,"12.67","18.00"
"818","Shashank Singh","All-Rounder",1e+06,"Delhi Daredevils",2017,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"819","Shashank Singh","All-Rounder",3e+06,"Rajasthan Royals",2019,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"820","Shashank Singh","All-Rounder",2e+06,"Sunrisers Hyderabad",2022,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"821","Shaun Marsh","Batsman",2.2e+07,"Kings XI Punjab",2014,"Overseas",NA,NA,NA,NA,NA,NA,NA,NA,NA
"822","Sheldon Cottrell","Bowler",8.5e+07,"Kings XI Punjab",2020,"Overseas","LFM","Pacer",6,121,"20.1",183,8,"9.07","15.12"
"823","Sheldon Jackson","Batsman",1500000,"Kolkata Knight Riders",2015,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"824","Sheldon Jackson","Wicket Keeper",2e+06,"Kolkata Knight Riders",2021,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"825","Sheldon Jackson","Wicket Keeper",6e+06,"Kolkata Knight Riders",2022,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"826","Shelley Shaurya","Bowler",1e+06,"Gujarat Lions",2017,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"827","Sherfane Rutherford","All-Rounder",2e+07,"Delhi Capitals",2019,"Overseas",NA,NA,NA,NA,NA,NA,NA,NA,NA
"828","Sherfane Rutherford","All-Rounder",1e+07,"Royal Challengers Bangalore",2022,"Overseas",NA,NA,NA,NA,NA,NA,NA,NA,NA
"829","Shikhar Dhawan","Batsman",5.2e+07,"Sunrisers Hyderabad",2018,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"830","Shikhar Dhawan","Batsman",82500000,"Punjab Kings",2022,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"831","Shimron Hetmyer","Batsman",4.2e+07,"Royal Challengers Bangalore",2019,"Overseas",NA,NA,NA,NA,NA,NA,NA,NA,NA
"832","Shimron Hetmyer","Batsman",77500000,"Delhi Capitals",2020,"Overseas",NA,NA,NA,NA,NA,NA,NA,NA,NA
"833","Shimron Hetmyer","Batsman",8.5e+07,"Rajasthan Royals",2022,"Overseas",NA,NA,NA,NA,NA,NA,NA,NA,NA
"834","Shishir Bhavane","Batsman",1e+06,"Royal Challengers Bangalore",2015,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"835","Shivam Dube","All-Rounder",5e+07,"Royal Challengers Bangalore",2019,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"836","Shivam Dube","All-Rounder",4.4e+07,"Rajasthan Royals",2021,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"837","Shivam Dube","All-Rounder",4e+07,"Chennai Super Kings",2022,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"838","Shivam Mavi","All-Rounder",3e+07,"Kolkata Knight Riders",2018,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"839","Shivam Mavi","All-Rounder",72500000,"Kolkata Knight Riders",2022,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"840","Shivam Sharma","Bowler",1e+06,"Kings XI Punjab",2014,"Indian",NA,NA,5,114,"19.0",165,4,"8.68","28.50"
"841","Shivil Kaushik","Bowler",1e+06,"Gujarat Lions",2016,"Indian","LAW","Spinner",7,138,"23.0",192,6,"8.35","23.00"
"842","Shreevats Goswami","Wicket Keeper",1e+07,"Sunrisers Hyderabad",2018,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"843","Shreyas Gopal","Bowler",1e+06,"Mumbai Indians",2014,"Indian","LS","Spinner",6,115,"19.1",154,7,"8.03","16.43"
"844","Shreyas Gopal","All-Rounder",2e+06,"Rajasthan Royals",2018,"Indian","LS","Spinner",6,115,"19.1",154,7,"8.03","16.43"
"845","Shreyas Gopal","Bowler",7500000,"Sunrisers Hyderabad",2022,"Indian","LS","Spinner",6,115,"19.1",154,7,"8.03","16.43"
"846","Shreyas Iyer","Batsman",2.6e+07,"Delhi Daredevils",2015,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"847","Shreyas Iyer","Batsman",122500000,"Kolkata Knight Riders",2022,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"848","Shrikant Mundhe","All-Rounder",2e+06,"Kolkata Knight Riders",2019,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"849","Shubam Agrawal","All-Rounder",1e+06,"Gujarat Lions",2017,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"850","Shubham Garhwal","All-Rounder",2e+06,"Rajasthan Royals",2022,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"851","Shubham Ranjane","All-Rounder",2e+06,"Rajasthan Royals",2019,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"852","Shubman Gill","Batsman",1.8e+07,"Kolkata Knight Riders",2018,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"853","Siddarth Kaul","Bowler",4500000,"Delhi Daredevils",2014,"Indian","RFM","Pacer",11,209,"34.5",296,6,"8.50","34.83"
"854","Siddarth Kaul","Bowler",1e+06,"Sunrisers Hyderabad",2015,"Indian","RFM","Pacer",11,209,"34.5",296,6,"8.50","34.83"
"855","Siddarth Kaul","Bowler",3.8e+07,"Sunrisers Hyderabad",2018,"Indian","RFM","Pacer",11,209,"34.5",296,6,"8.50","34.83"
"856","Siddharth Kaul","Bowler",7500000,"Royal Challengers Bangalore",2022,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"857","Siddhesh Dinesh Lad","All-Rounder",1e+06,"Mumbai Indians",2015,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"858","Siddhesh Dinesh Lad","Batsman",2e+06,"Mumbai Indians",2018,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"859","Simarjeet Singh","Bowler",2e+06,"Chennai Super Kings",2022,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"860","Srikkanth Anirudha","Batsman",2e+06,"Sunrisers Hyderabad",2014,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"861","Steven Smith","All-Rounder",4e+07,"Rajasthan Royals",2014,"Overseas",NA,NA,1,6,"1.0",4,0,"4.00",NA
"862","Steven Smith","Batsman",2.2e+07,"Delhi Capitals",2021,"Overseas",NA,NA,1,6,"1.0",4,0,"4.00",NA
"863","Stuart Binny","All-Rounder",2e+07,"Royal Challengers Bangalore",2016,"Indian","RFM","Pacer",46,444,"74.0",554,15,"7.49","29.60"
"864","Stuart Binny","All-Rounder",5e+06,"Rajasthan Royals",2018,"Indian","RFM","Pacer",46,444,"74.0",554,15,"7.49","29.60"
"865","Subhranshu Senapati","Batsman",2e+06,"Chennai Super Kings",2022,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"866","Subramaniam Badrinath","Batsman",3e+06,"Royal Challengers Bangalore",2015,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"867","Sudeep Tyagi","Bowler",7500000,"Sunrisers Hyderabad",2013,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"868","Sumit Narwal","All-Rounder",1e+06,"Kolkata Knight Riders",2015,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"869","Suryakumar Yadav","Batsman",7e+06,"Kolkata Knight Riders",2014,"Indian",NA,NA,1,6,"1.0",8,0,"8.00",NA
"870","Suryakumar Yadav","Batsman",3.2e+07,"Mumbai Indians",2018,"Indian",NA,NA,1,6,"1.0",8,0,"8.00",NA
"871","Sushant Marathe","Wicket Keeper",1e+06,"Mumbai Indians",2014,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"872","Suyash Prabhudesai","All-Rounder",2e+06,"Royal Challengers Bangalore",2021,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"873","Suyash Prabhudessai","All-Rounder",3e+06,"Royal Challengers Bangalore",2022,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"874","Swapnil Singh","All-Rounder",1e+06,"Kings XI Punjab",2016,"Indian","SLA","Spinner",1,18,"3.0",29,0,"9.67",NA
"875","Syed Khaleel Ahmed","All-Rounder",1e+06,"Delhi Daredevils",2016,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"876","Syed Khaleel Ahmed","Bowler",3e+07,"Sunrisers Hyderabad",2018,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"877","Syed Khaleel Ahmed","Bowler",52500000,"Delhi Capitals",2022,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"878","Syed Mehdi Hasan","All-Rounder",2e+06,"Sunrisers Hyderabad",2018,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"879","T Natarajan","Bowler",3e+07,"Kings XI Punjab",2017,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"880","T Natarajan","Bowler",4e+06,"Sunrisers Hyderabad",2018,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"881","T. Natarajan","Bowler",4e+07,"Sunrisers Hyderabad",2022,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"882","Tajinder Dhillon","All-Rounder",5500000,"Mumbai Indians",2018,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"883","Tajinder Dhillon","All-Rounder",2e+06,"Kings XI Punjab",2020,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"884","Tanmay Agarwal","Batsman",1e+06,"Sunrisers Hyderabad",2017,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"885","Tanmay Agarwal","Batsman",2e+06,"Sunrisers Hyderabad",2018,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"886","Tanmay Mishra","Batsman",1e+06,"Royal Challengers Bangalore",2014,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"887","Tejas Baroka","Bowler",2e+06,"Rajasthan Royals",2022,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"888","Tejas Singh Baroka","Bowler",1e+06,"Gujarat Lions",2017,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"889","Thisara Perera","All-Rounder",50625000,"Sunrisers Hyderabad",2013,"Overseas","RFM","Pacer",56,1005,"167.3",1532,52,"9.15","19.33"
"890","Thisara Perera","All-Rounder",1.6e+07,"Kings XI Punjab",2014,"Overseas","RFM","Pacer",56,1005,"167.3",1532,52,"9.15","19.33"
"891","Thisara Perera","All-Rounder",1e+07,"Rising Pune Supergiant",2016,"Overseas","RFM","Pacer",56,1005,"167.3",1532,52,"9.15","19.33"
"892","Tim David","All-Rounder",82500000,"Mumbai Indians",2022,"Overseas",NA,NA,NA,NA,NA,NA,NA,NA,NA
"893","Tim Seifert","Wicket Keeper",5e+06,"Delhi Capitals",2022,"Overseas",NA,NA,NA,NA,NA,NA,NA,NA,NA
"894","Tim Southee","Bowler",1.2e+07,"Rajasthan Royals",2014,"Overseas","RFM","Pacer",28,654,"109.0",917,25,"8.41","26.16"
"895","Tim Southee","Bowler",2.5e+07,"Mumbai Indians",2016,"Overseas","RFM","Pacer",28,654,"109.0",917,25,"8.41","26.16"
"896","Tim Southee","Bowler",1e+07,"Royal Challengers Bangalore",2018,"Overseas","RFM","Pacer",28,654,"109.0",917,25,"8.41","26.16"
"897","Tim Southee","Bowler",1.5e+07,"Kolkata Knight Riders",2022,"Overseas","RFM","Pacer",28,654,"109.0",917,25,"8.41","26.16"
"898","Tirumalasetti Suman","Batsman",1e+06,"Sunrisers Hyderabad",2016,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"899","Tom Banton","Batsman",1e+07,"Kolkata Knight Riders",2020,"Overseas",NA,NA,NA,NA,NA,NA,NA,NA,NA
"900","Tom Curran","All-Rounder",1e+07,"Rajasthan Royals",2020,"Overseas","RFM","Pacer",31,639,"106.3",878,29,"8.24","22.03"
"901","Tom Curran","All-Rounder",52500000,"Delhi Capitals",2021,"Overseas","RFM","Pacer",31,639,"106.3",878,29,"8.24","22.03"
"902","Travis Head","Batsman",3e+06,"Delhi Daredevils",2015,"Overseas","OS","Spinner",14,121,"20.1",174,7,"8.63","17.29"
"903","Travis Head","Batsman",5e+06,"Royal Challengers Bangalore",2016,"Overseas","OS","Spinner",14,121,"20.1",174,7,"8.63","17.29"
"904","Trent Boult","Bowler",3.8e+07,"Sunrisers Hyderabad",2015,"Overseas","LFM","Pacer",19,438,"73.0",601,25,"8.23","17.52"
"905","Trent Boult","Bowler",5e+07,"Kolkata Knight Riders",2017,"Overseas","LFM","Pacer",19,438,"73.0",601,25,"8.23","17.52"
"906","Trent Boult","Bowler",2.2e+07,"Delhi Daredevils",2018,"Overseas","LFM","Pacer",19,438,"73.0",601,25,"8.23","17.52"
"907","Trent Boult","Bowler",8e+07,"Rajasthan Royals",2022,"Overseas","LFM","Pacer",19,438,"73.0",601,25,"8.23","17.52"
"908","Tushar Deshpande","Bowler",2e+06,"Delhi Capitals",2020,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"909","Tushar Deshpande","Bowler",2e+06,"Chennai Super Kings",2022,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"910","Tymal Mills","Bowler",1.2e+08,"Royal Challengers Bangalore",2017,"Overseas","LFM","Pacer",27,586,"97.4",761,39,"7.79","15.03"
"911","Tymal Mills","Bowler",1.5e+07,"Mumbai Indians",2022,"Overseas","LFM","Pacer",27,586,"97.4",761,39,"7.79","15.03"
"912","Umang Sharma","Batsman",1e+06,"Gujarat Lions",2016,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"913","Umesh Yadav","Bowler",2.6e+07,"Kolkata Knight Riders",2014,"Indian","RFM","Pacer",49,1031,"171.5",1506,47,"8.76","21.94"
"914","Umesh Yadav","Bowler",4.2e+07,"Royal Challengers Bangalore",2018,"Indian","RFM","Pacer",49,1031,"171.5",1506,47,"8.76","21.94"
"915","Umesh Yadav","Bowler",1e+07,"Delhi Capitals",2021,"Indian","RFM","Pacer",49,1031,"171.5",1506,47,"8.76","21.94"
"916","Umesh Yadav","Bowler",2e+07,"Kolkata Knight Riders",2022,"Indian","RFM","Pacer",49,1031,"171.5",1506,47,"8.76","21.94"
"917","Unmukt Chand","Batsman",6500000,"Rajasthan Royals",2014,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"918","Utkarsh Singh","All-Rounder",2e+06,"Punjab Kings",2021,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"919","Vaibhav Arora","Bowler",2e+06,"Kolkata Knight Riders",2021,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"920","Vaibhav Arora","Bowler",2e+07,"Punjab Kings",2022,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"921","Vaibhav Rawal","All-Rounder",1e+06,"Kolkata Knight Riders",2015,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"922","Varun Aaron","Bowler",2e+07,"Royal Challengers Bangalore",2014,"Indian","RFM","Pacer",23,466,"77.4",703,21,"9.05","22.19"
"923","Varun Aaron","Bowler",2.8e+07,"Kings XI Punjab",2017,"Indian","RFM","Pacer",23,466,"77.4",703,21,"9.05","22.19"
"924","Varun Aaron","Bowler",2.4e+07,"Rajasthan Royals",2019,"Indian","RFM","Pacer",23,466,"77.4",703,21,"9.05","22.19"
"925","Varun Aaron","Bowler",5e+06,"Gujarat Titans",2022,"Indian","RFM","Pacer",23,466,"77.4",703,21,"9.05","22.19"
"926","Varun Chakaravarthy","All-Rounder",8.4e+07,"Kings XI Punjab",2019,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"927","Varun Chakaravarthy","All-Rounder",4e+07,"Kolkata Knight Riders",2020,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"928","Veer Pratap Singh","Bowler",4e+06,"Kolkata Knight Riders",2014,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"929","Venkatesh Iyer","All-Rounder",2e+06,"Kolkata Knight Riders",2021,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"930","Venugopal Rao","Batsman",5500000,"Sunrisers Hyderabad",2014,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"931","Vicky Ostwal","All-Rounder",2e+06,"Delhi Capitals",2022,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"932","Vijay Shankar","All-Rounder",1e+06,"Chennai Super Kings",2014,"Indian","RFM","Pacer",1,6,"1.0",19,0,"19.00",NA
"933","Vijay Shankar","All-Rounder",3500000,"Sunrisers Hyderabad",2016,"Indian","RFM","Pacer",1,6,"1.0",19,0,"19.00",NA
"934","Vijay Shankar","All-Rounder",3.2e+07,"Delhi Daredevils",2018,"Indian","RFM","Pacer",1,6,"1.0",19,0,"19.00",NA
"935","Vijay Shankar","All-Rounder",1.4e+07,"Gujarat Titans",2022,"Indian","RFM","Pacer",1,6,"1.0",19,0,"19.00",NA
"936","Vijay Zol","Batsman",3e+06,"Royal Challengers Bangalore",2014,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"937","Vikas Tokas","Bowler",1e+06,"Royal Challengers Bangalore",2016,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"938","Vikramjeet Malik","Bowler",2e+06,"Rajasthan Royals",2014,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"939","Vikramjeet Malik","Bowler",2e+06,"Royal Challengers Bangalore",2016,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"940","Virat Singh","Batsman",1.9e+07,"Sunrisers Hyderabad",2020,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"941","Virender Sehwag","Batsman",3.2e+07,"Kings XI Punjab",2014,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"942","Vishnu Vinod","Wicket Keeper",2e+06,"Delhi Capitals",2021,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"943","Vishnu Vinod","Wicket Keeper",5e+06,"Sunrisers Hyderabad",2022,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"944","Wanindu Hasaranga","All-Rounder",107500000,"Royal Challengers Bangalore",2022,"Overseas",NA,NA,NA,NA,NA,NA,NA,NA,NA
"945","Washington Sundar","All-Rounder",87500000,"Sunrisers Hyderabad",2022,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"946","Wayne Parnell","Bowler",1e+07,"Delhi Daredevils",2014,"Overseas","LFM","Pacer",37,781,"130.1",1023,43,"7.86","18.16"
